doc_id,text,incident_type,affected_raw,affected_individuals,credit_monitoring,retraining,technical_safeguards,media_notice
claim_519,"Spurwink Services, the covered entity (CE), reported that it experienced a hacking attack that compromised the protected health information (PHI) of 27,332 individuals. The PHI involved included names, birthdates, addresses, claims and health insurance information, Social Security numbers, diagnoses/conditions, and medication information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative and technical safeguards.",Hacking,"27,332 individuals",27332,0,0,1,1
claim_520,"The covered entity (CE), The Epilepsy Foundation of Metro New York, reported that it experienced a cyber-attack that affected the protected health information (PHI) of 3,852 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and diagnoses. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Cyberattack,"3,852 individuals",3852,1,0,1,1
claim_521,"The covered entity (CE), Knowles Smith & Associates dba Village Family Dental, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 240,214 individuals. The PHI involved included names, dates of birth, patient identification numbers, email addresses, and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Ransomware,"240,214 individuals",240214,1,0,1,1
claim_522,"The covered entity (CE), Group Health Cooperative of South Central Wisconsin, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 533,809 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth and medial record numbers. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards. Staff were retrained on the requirement to protect and secure PHI.",Ransomware,"533,809 individuals",533809,1,1,1,1
claim_523,"The covered entity (CE), Island Ambulatory Surgery Center, reported that it experienced a cybersecurity incident that affected the protected health information (PHI) of 8,266 individuals. The PHI involved include names, addresses, health insurance information, dates of birth, Social Security numbers, drivers� license numbers, diagnoses, and other treatment information. The CE notified HHS, the media and affected individuals. In response to the breach, the CE implemented additional technical and security safeguards.",Cybersecurity incident,"8,266 individuals",8266,0,0,1,1
claim_524,"BlueCross BlueShield of Tennessee, the business associate (BA), reported that it inadvertently posted the protected health information (PHI) of 717 individuals to the Internet. The PHI involved included subscriber/member identification numbers. The BA notified HHS and affected individuals. In its mitigation efforts, the BA implemented additional administrative, technical, and security safeguards to better protect sensitive data.",Other,717 individuals,717,0,0,1,0
claim_525,"The covered entity (CE), Jackson Medical Center, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 16,892 individuals. The PHI involved included first and last names, addresses, dates of birth, drivers� license numbers, Social Security numbers, diagnoses/conditions, and other treatment information and health insurance information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards.",Ransomware,"16,892 individuals",16892,1,0,1,1
claim_526,"The covered entity (CE), Zuckerberg San Francisco General Hospital and Trauma Center, reported that a logbook containing the protected health information (PHI) of 754 individuals was lost. The PHI involved included names, gender, dates of birth, addresses, lab results, and other health information. The CE notified HHS, affected individuals, and the media. As a result of OCR�s investigation, the CE discontinued using logbooks and uses its electronic health record.",Other,754 individuals,754,0,0,0,1
claim_527,"Optometric Physicians of Middle Tennessee, the covered entity (CE), reported that it experienced a cyber-attack that affected the protected health information (PHI) of 24,996 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, claims information, diagnoses/conditions, medication information, and lab results. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards.",Cyberattack,"24,996 individuals",24996,0,0,1,1
claim_528,"The business associate (BA), Cattaraugus-Allegany Board of Cooperative Education Services, reported that it experienced a cybersecurity incident that affected the protected health information (PHI) of 15,203 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, financial and claims information, diagnoses, and medications. The BA notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect PHI.",Cybersecurity incident,"15,203 individuals",15203,1,0,1,1
claim_529,"The covered entity (CE), Advanced Care Hospital of Montana, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,331 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"2,331 individuals",2331,1,1,1,1
claim_530,"The business associate (BA), Continuum Health Alliance. reported that it experienced a cybersecurity incident that affected the protected health information (PHI) of 377,119 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, drivers� license numbers, diagnoses/conditions, and other treatment information. The BA notified HHS, the media, the affected individuals, and provided substitute notice. In response to the breach, the BA provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Cybersecurity incident,"377,119 individuals",377119,1,0,1,1
claim_531,"The covered entity (CE), Rutgers Robert Wood Johnson Medical School, reported that it experienced a breach incident that affected the protected health information (PHI) of 2,399 individuals. The PHI involved included names, medications, and treatment information. The CE notified HHS and affected individuals. The CE notified HHS, affected individuals, and the media. In response to the breach the CE implemented additional administrative, technical, and security safeguards.",Other,"2,399 individuals",2399,0,0,1,1
claim_532,"Forefront Dermatology dba Premier Dermatology, the covered entity (CE), reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 2,297 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses/conditions, health insurance information, and other treatment information. The CE notified HHS, the affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect sensitive data.",Phishing,"2,297 individuals",2297,0,0,1,1
claim_533,"The covered entity (CE), Otolaryngology Associates, LLC, reported that it was the subject of a ransomware incident that affected the protected health information (PHI) of 316,802 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, drivers� license numbers, diagnoses/conditions, lab results, medications, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards. Staff were retrained to better protect PHI.",Ransomware,"316,802 individuals",316802,1,1,1,1
claim_534,"Pratt MRI, the covered entity (CE), reported that an employee lost a USB flash drive that contained the protected health information (PHI) of approximately 4,265 individuals. The PHI involved included names, dates of birth, addresses, and treatment information. Pratt notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative safeguards to better protect PHI.",Other,"4,265 individuals",4265,0,0,0,1
claim_535,"The covered entity (CE), South Texas Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 4,130 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"4,130 individuals",4130,1,1,1,1
claim_536,"The covered entity (CE), Rehabilitation Hospital of Northern Indiana, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,643 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"1,643 individuals",1643,1,1,1,1
claim_537,"The covered entity (CE), Rehabilitation Hospital of Northern Arizona, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,287 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"3,287 individuals",3287,1,1,1,1
claim_538,"The covered entity (CE), Mesquite Rehabilitation Institute, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,317 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"3,317 individuals",3317,1,1,1,1
claim_539,"The covered entity (CE), Northern Utah Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,477 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"3,477 individuals",3477,1,1,1,1
claim_540,"The covered entity (CE), Northern Idaho Advanced Care Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 5,606 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"5,606 individuals",5606,1,1,1,1
claim_541,"The covered entity (CE), County of Los Angeles Department of Health Services � Olive View�Medical Center, reported that paper documents containing the protected health information (PHI) of 3,716 individuals were stolen during a burglary. The PHI involved included names, addresses, and financial and health insurance information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards.",Other,"3,716 individuals",3716,1,0,1,1
claim_542,"The covered entity (CE), Mesquite Specialty Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,244 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"1,244 individuals",1244,1,1,1,1
claim_543,"The covered entity (CE), Baylor College of Medicine, reported that an employee of its business associate (BA)was the subject of an email phishing scheme that affected the protected health information (PHI) of 801 individuals. The PHI involved included names and dates of birth. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative, technical, and security safeguards.",Phishing,801 individuals,801,1,0,1,1
claim_544,"The covered entity (CE), Laredo Specialty Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,242 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"1,242 individuals",1242,1,1,1,1
claim_545,"The covered entity (CE), Laredo Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,785 individuals. The PHI involved included names, dates of birth, Social Security numbers, driver�s license numbers, addresses/zip codes, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",Ransomware,"1,785 individuals",1785,1,1,1,1
claim_546,"The covered entity (CE), Elkhorn Valley Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,636 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"3,636 individuals",3636,1,1,1,1
claim_547,"The covered entity (CE), Spartanburg Rehabilitation Institute, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 4,506 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"4,506 individuals",4506,1,1,1,1
claim_548,"The covered entity (CE), Weslaco Regional Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,781 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"2,781 individuals",2781,1,1,1,1
claim_549,"The covered entity (CE), Utah Valley Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,642 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"1,642 individuals",1642,1,1,1,1
claim_550,"The covered entity (CE), Trustpoint Rehabilitation Hospital of Lubbock, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 9,014 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"9,014 individuals",9014,1,1,1,1
claim_551,"The covered entity (CE), Denver Regional Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 848 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,848 individuals,848,1,1,1,1
claim_552,"The covered entity (CE), Summa Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,986 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"2,986 individuals",2986,1,1,1,1
claim_553,"The covered entity (CE), Bloomington Regional Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,191 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"1,191 individuals",1191,1,1,1,1
claim_554,"The covered entity (CE), Rehabilitation Hospital of the Northwest, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,821 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"3,821 individuals",3821,1,1,1,1
claim_555,"The covered entity (CE), Rehabilitation Hospital of Southern New Mexico, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 5.466 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,466 individuals,466,1,1,1,1
claim_556,"The covered entity (CE), Bakersfield Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 852 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,852 individuals,852,1,1,1,1
claim_557,"The covered entity (CE), Rehabilitation Hospital of Southern California, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 925 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,925 individuals,925,1,1,1,1
claim_558,"The covered entity (CE), Rehabilitation Hospital of Northwest Ohio, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,671 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"3,671 individuals",3671,1,1,1,1
claim_559,"The covered entity (CE), Northern Colorado Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 885 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,885 individuals,885,1,1,1,1
claim_560,"The covered entity (CE), Northern Colorado Long Term Acute Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 4,335 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"4,335 individuals",4335,1,1,1,1
claim_561,"The covered entity (CE), New Braunfels Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 5,384 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"5,384 individuals",5384,1,1,1,1
claim_562,"The covered entity (CE), Mountain Valley Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 5,963 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"5,963 individuals",5963,1,1,1,1
claim_563,"The covered entity (CE), Advanced Care Hospital of Southern New Mexico reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,162 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"1,162 individuals",1162,1,1,1,1
claim_564,"The covered entity (CE), Midlands Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,018 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"2,018 individuals",2018,1,1,1,1
claim_565,"The covered entity (CE), Lafayette Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,861 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"2,861 individuals",2861,1,1,1,1
claim_566,"The covered entity (CE), Greenwood Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 5,823 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"5,823 individuals",5823,1,1,1,1
claim_567,"The covered entity (CE), Corpus Christi Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,581 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",Ransomware,"3,581 individuals",3581,1,1,1,1
claim_568,"Highmark, the covered entity (CE), reported that an employee mailed the protected health information (PHI) of 6,205 individuals to outdated addresses. The PHI involved included names, addresses, dates of birth, member identification number, diagnoses, medications, and other treatment and financial information. The CE notified HHS, impacted individuals, and the media. In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect its sensitive data. Staff were retrained.",Mailing / transport,"6,205 individuals",6205,0,1,1,1
claim_569,"The covered entity (CE), Florida Pediatric Associates, LLC, reported that its business associate (BA) experienced a ransomware incident that affected the protected health information (PHI) of 1,104 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, diagnoses/conditions, and claims and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Ransomware,"1,104 individuals",1104,1,0,1,1
claim_570,"Risas Dental & Braces, the covered entity (CE), reported that it experienced a cyber-attack that compromised the protected health information (PHI) of 618,189 individuals. The PHI involved included names, dates of birth, addresses, clinical and financial information, and other identifiers. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional technical safeguards to better protect and secure its sensitive data.",Cyberattack,"618,189 individuals",618189,0,0,1,1
claim_571,"The covered entity (CE), UT Southwestern Medical Center, reported that its workforce members impermissibly disclosed the protected health information (PHI) of 2,045 individuals without the appropriate contractual agreements in place. The PHI involved included names, addresses, dates of birth, financial information, diagnoses, conditions, and other treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE sanctioned the workforce members involved, implemented additional technical safeguards, and implemented additional HIPAA training.",Other,"2,045 individuals",2045,0,1,1,1
claim_572,"Washington County Department of Human Services, the covered entity (CE), reported that it experienced a ransomware attack that compromised the protected health information (PHI) of 13,583 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, claims and financial information, medications, diagnoses, and additional treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data. All staff were retrained.",Ransomware,"13,583 individuals",13583,0,1,1,1
claim_573,"Baytown Medical Center, the covered entity (CE), reported that its business associate (BA) inadvertently made the protected health information (PHI) of 1,500 individuals viewable over the Internet. The PHI involved included names, dates of service, and diagnosis codes. The CE notified HHS, the affected individuals, the media, and provided substitute notice. As a result of OCR�s investigation, the CE and BA implemented administrative and technical safeguards to better protect sensitive data.",Internet exposure,"1,500 individuals",1500,0,0,1,1
claim_574,"The covered entity (CE), Pembina County Memorial Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 23,811 individuals. The PHI involved included names, addresses, dates of birth, drivers� license and social security numbers, claims and financial information, diagnoses information, lab results, prescription information, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative and technical safeguards.",Ransomware,"23,811 individuals",23811,0,0,1,1
claim_575,"The covered entity (CE), Robert Peterson, DDS, reported that it experienced a breach when unauthorized individuals entered his office and accessed and, in some cases, stole the protected health information (PHI) of 6500 individuals. The PHI involved included names, Social Security numbers, addresses, drivers� license numbers, dates of birth, financial and claims information, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Other,500 individuals,500,1,0,1,1
claim_576,"The covered entity (CE), Designed Receivable Solutions, reported that it suffered a cyber-attack that compromised the protected health information (PHI) of 585,035 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, medications, and claims information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Cyberattack,"585,035 individuals",585035,1,0,1,1
claim_577,"The covered entity (CE), Human Development Services of Westchester, reported that an employee was the victim of an email phishing scheme that affected the protected health information (PHI) of 506 individuals. The PHI involved included names, dates of birth, Social Security numbers, medical record numbers, health insurance information, diagnoses, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring services and implemented additional administrative, technical, and security safeguards.",Phishing,506 individuals,506,1,0,1,1
claim_578,"Ethos dba Southwest Boston Senior Services experienced a hacking/IT incident that affected the protected health information (PHI) of 14,503 individuals. The PHI involved included names, addresses, Social Security numbers, diagnoses, and health insurance information. The BA notified HHS, affected individuals, and the media. In response to the breach the BA implemented additional administrative, technical, and security safeguards. Staff was also retrained in its requirements to protect and secure PHI.",Other,"14,503 individuals",14503,0,1,1,1
claim_579,"The covered entity (CE), Emergency Medical Services Authority, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 611,743 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained to better protect PHI.",Ransomware,"611,743 individuals",611743,1,1,1,1
