doc_id,text,affected_individuals,high_impact,predicted_class,predicted_prob,word_count,cyber_terms,breach_terms,healthcare_terms,phi_terms,email_terms,safeguard_terms
claim_1162,"Alvaria, the covered entity (CE), reported that it experienced a ransomware incident that affected the protected health information (PHI) of 803 individuals. The PHI involved included names, phone numbers, addresses, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, Alvaria provided complimentary credit monitoring services and implemented additional administrative and technical safeguards to better protect sensitive information. Staff were also retrained on obligations to protect and secure PHI.",803,0,1,0.5823503330752567,82,1,4,1,4,1,2
claim_1167,"Alvaria, the covered entity (CE), reported that it experienced a ransomware incident that affected the protected health information (PHI) of 916 individuals. The PHI involved included names, phone numbers, addresses, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, Alvaria provided complimentary credit monitoring services and implemented additional administrative and technical safeguards to better protect sensitive information. Staff were also retrained on obligations to protect and secure PHI.",916,0,1,0.5823503330752567,82,1,4,1,4,1,2
claim_1224,"The covered entity (CE), Brightside Health, reported that an unauthorized individual accessed the protected health information (PHI) of 767 individuals. The PHI involved included names, Social Security numbers, addresses, and diagnoses. The CE notified HHS and affected individuals. In response to the breach, the CE sanctioned the responsible employee and implemented additional administrative and technical safeguards and retrained its staff. OCR provided technical assistance regarding the HIPAA Security Rule.",767,0,1,0.5713065364575582,69,1,2,2,4,1,2
claim_1235,"Upper Peninsula Health Plan, the covered entity (CE), reported that its business associate (BA) experienced a cybersecurity incident that affected the protected health information (PHI) of 833 individuals. The PHI involved included names, dates of birth, health insurance information, and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE provided free credit and identity monitoring services and strengthened its administrative and technical safeguards.",833,0,1,0.5892146334163697,72,1,3,3,3,0,1
claim_1246,"The covered entity (CE), NationsBenefits Holdings, reported that a software application used by its business associate (BA) exposed the protected health information (PHI) of 3,099,502 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, diagnoses, claims and financial information, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative, technical, and security safeguards to better protect PHI.",3099502,1,0,0.3529407043492701,91,0,2,1,4,1,1
claim_1260,"The business associate (BA), Brightline, reported that its third-party provider was the victim of a cyber-attack affecting the protected health information (PHI) of 4,044 individuals. The PHI involved included names, dates of birth, addresses, member and group identification numbers, and gender identification. The BA notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA provided complimentary credit monitoring services and implemented additional security and technical safeguards. OCR provided the BA with technical assistance regarding the HIPAA Privacy, Security, and Breach Notification Rules.",4044,0,1,0.5676701943121386,92,1,3,2,4,1,1
claim_1263,"The covered entity (CE), Centers for Medicare & Medicaid Services, reported that an employee of its business associate (BA) inadvertently mailed the protected health information (PHI) of 10,011 individuals to the wrong recipients. The PHI involved included names, addresses, claims information, diagnoses, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative and technical safeguards to better protect PHI.",10011,1,0,0.32670061343885937,75,0,2,1,4,2,1
claim_1278,"NewBridge Services, the covered entity (CE), reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,457 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses, and medications. The CE notified HHS, affected individuals, the media, and provided substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data.",1457,0,1,0.5803486235702126,73,1,3,1,3,1,1
claim_1293,"Atlantic Dialysis Management Services, the business associate (BA) reported that it experienced a cybersecurity incident that compromised the protected health information (PHI) of 745 individuals. The PHI involved included names, dates of birth, Social Security numbers, drivers� license numbers, financial and claims information, health insurance information, and other treatment information. The BA notified HHS, affected individuals, and the media. In its mitigation efforts, the BA implemented additional administrative, technical, and security safeguards.",745,0,1,0.5996052720512713,72,1,3,2,3,0,1
claim_1300,"The covered entity (CE), Integrated Supports for Living, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 1,161 individuals. The PHI involved included names, addresses, drivers� license and Social Security numbers, dates of birth, claims and financial information, lab results, medications, diagnoses, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to further protect PHI.",1161,0,1,0.5781337837858107,93,1,3,1,4,1,1
claim_1309,"The California Department of Health Care Services, the covered entity (CE), reported that its business associate (BA) mailed the protected health information (PHI) of 6,460 individuals to the wrong recipients. The PHI involved included names, birthdates, Social Security numbers, addresses, and clinical information. The CE notified HHS, affected individuals, and the media. In response to this incident, the CE and BA implemented additional administrative, technical, and security safeguards to better protect PHI.",6460,1,0,0.3081726462358005,73,0,2,3,4,2,1
claim_1343,"The covered entity (CE), West Cecil Health Center, reported that its business associate�s (BA) scheduling platform had a code installed which compromised the protected health information (PHI) of 1,136 individuals. The PHI involved included names, dates of birth, addresses, clinical, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the BA removed the code, engaged a specialized cybersecurity firm to conduct a forensic investigation, and provided complimentary credit monitoring services to affected individuals.",1136,0,1,0.5565570745434111,84,1,4,3,3,1,0
claim_1361,"The covered entity (CE), NR Connecticut, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,045 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and health information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained on obligations to protect and secure PHI.",3045,0,1,0.5722174811295934,87,1,5,2,4,1,2
claim_1388,"The covered entity (CE), Health Plan of San Mateo, reported that a subcontractor of its business associate (BA) experienced a ransomware incident that affected the protected health information (PHI) of 4,032 individuals. The PHI involved included names, dates of birth, health insurance information, diagnoses, and health assessment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE and BA implemented additional administrative, technical, and security safeguards and retrained its employees.",4032,0,1,0.5810796216235823,84,1,4,4,3,0,2
claim_1410,"The business associate (BA), Barclay Damon, reported that an employee was the subject of an email phishing scheme that compromised the protected health information (PHI) of 1,039 individuals. The PHI involved included names, drivers� license and/or state identification numbers, diagnoses, medications, claims and financial information, and health insurance and other treatment information. The BA notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative and technical safeguards and retrained its staff on email security.",1039,0,1,0.5400234123031636,82,1,2,2,4,2,2
claim_1417,"MJ Care, the covered entity and business associate (CE/BA), reported that an employee was subjected to an email phishing scheme that compromised the protected health information (PHI) of 1,832 individuals. The PHI involved included names, Social Security numbers, dates of birth, financial information, diagnoses, medications, and other treatment information. MJ Care notified HHS, affected individuals, and the media. In response to the breach, MJ Care implemented additional administrative and technical safeguards.",1832,0,1,0.5797710291158676,73,1,3,1,4,1,1
claim_1455,"The covered entity (CE), Easton Cardiovascular Associates, reported that its business associate (BA) was the victim of a ransomware attack that affected the protected health information (PHI) of 883 individuals. The PHI involved included names, dates of births, addresses, Social Security numbers, drivers� license numbers, diagnoses, lab results, medications, and other treatment information. The BA notified HHS, affected individuals, the media, and posted substitute notice. In response to the breach, the BA implemented additional technical safeguards, revised its policies and procedures, provided training to its workforce, and provided complimentary credit monitoring services to affected individuals. Following the breach, the CE informed OCR that it had dissolved its medical practice.",883,0,1,0.5709889711706558,109,1,5,2,3,1,2
claim_1460,"The covered entity (CE), Ellen M. Field, MD, reported that its business associate (BA) was the victim of a ransomware attack that affected the protected health information (PHI) of 4,438 individuals. The PHI involved included names, dates of births, addresses, Social Security numbers, drivers� license numbers, diagnoses, lab results, medications, and other treatment information. The BA notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE and BA implemented additional administrative and technical safeguards, revised policies and procedures, and provided complimentary credit monitoring services to affected individuals.",4438,0,1,0.5793417166850634,95,1,4,1,3,1,1
claim_1468,"The covered entity (CE), Compton & Broomhead Dental Center, reported that several employees were the victims of an email phishing scheme that affected the protected health information (PHI) of 1,307 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. In addition, the CE retrained its workforce members on the proper methods of identifying fraudulent email communications.",1307,0,1,0.549125225120322,94,1,2,1,5,2,2
claim_1472,"The business associate (BA), Nuance Communications, reported that its employee impermissibly accessed the protected health information (PHI) of 4,830 individuals. The PHI involved included names, addresses, medications, diagnoses, lab results, drivers� license numbers, dates of birth, financial information, and claims information. The BA notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA sanctioned the employee, implemented additional technical safeguards, and provided complimentary credit monitoring services to affected individuals.",4830,1,0,0.35530285960161195,77,0,3,1,3,1,1
claim_1476,"University Medical Center of Southern Nevada, the covered entity (CE), reported that a workforce member impermissibly accessed the protected health information (PHI) of 1,861 individuals. The PHI involved included names, addresses, dates of birth, financial information, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE imposed sanctions on the workforce member and implemented additional administrative and technical safeguards to protect against unauthorized access.",1861,0,1,0.5673137106538939,84,1,1,2,3,1,1
claim_1494,"The covered entity (CE), Work Health Solutions, reported that an employee was the victim of an email phishing scheme that compromised the protected health information (PHI) of 13,157 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, health insurance information, diagnoses, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE secured all its employee email accounts, implemented additional technical safeguards, revised its policies and procedures, and retrained its workforce members. During the investigation OCR provided the CE with technical assistance regarding the HIPAA Rules.",13157,1,0,0.4961310246760061,106,1,2,3,5,3,2
claim_1506,"The covered entity (CE), CorrectCare Integrated Health, Inc., reported that an employee posted the protected health information (PHI) of 502,089 individuals over the Internet. The PHI involved included names, dates of birth, social security numbers, diagnoses/conditions, lab results, and medications. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach the CE implemented additional administrative, technical, and security safeguards.",502089,1,0,0.37360955527013934,68,0,2,2,3,0,1
claim_1515,"The covered entity (CE), the Louisiana Department of Public Safety and Corrections, reported that its business associate (BA) inadvertently made the protected health information (PHI) of 85,466 individuals viewable over the Internet. The PHI involved included names, Social Security numbers, dates of birth, diagnoses, lab results, and medications. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative and technical safeguards. Staff were retrained to better protect PHI.",85466,1,0,0.38381333282252994,91,0,2,1,4,0,2
claim_1518,"The covered entity (CE), Restorative Arts Physical Therapy dba Core Conditioning, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 727 individuals. The PHI involved included names, Social Security numbers, addresses, drivers� license numbers, dates of birth, medications, and diagnoses. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",727,0,1,0.5789526235009803,83,1,3,1,4,1,1
claim_1538,"The covered entity (CE), Mid-Westchester Anesthesia Services, reported that its business associate (BA) was the victim of a ransomware attack affecting the protected health information (PHI) of 871 individuals. The PHI involved included names, addresses, dates of birth, drivers� license numbers, Social Security numbers, claims and financial information, health insurance information, medications prescribed, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional technical safeguards.",871,0,1,0.5680301550691925,85,1,2,2,3,1,1
claim_1545,"The covered entity (CE), Forefront Dermatology, reported that an employee sold decommissioned electronic devices that contained the protected health information (PHI) of 45,580 individuals. The PHI involved included names, dates of birth, phone numbers, addresses, diagnoses, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE sanctioned the responsible employee as well as others and implemented additional technical safeguards.",45580,1,0,0.3548650622223263,73,0,2,1,3,1,1
claim_1549,"The covered entity (CE), Delaware Department of Health and Social Services, Division of Developmental Disabilities Services, reported that employees impermissibly provided access to the protected health information (PHI) of 7,000 individuals. The PHI involved included names, addresses, Social Security numbers, dates of birth, and financial information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional technical safeguards and provided additional training to its workforce.",7000,1,0,0.34664530702666063,83,0,2,2,3,1,2
claim_1563,"Premier Physical Therapy and Sports Performance, the covered entity (CE), reported that two employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 982 individuals. The PHI involved included patient names, dates of birth, addresses, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data and conducted additional phishing awareness training.",982,0,1,0.7458760386899663,82,2,2,2,5,2,2
claim_1573,"Wisconsin Department of Health Services, the covered entity (CE), reported that an employee emailed the protected health information (PHI) of 12,358 individuals to other employees and the data was also posted to the Internet. The PHI involved included names, dates of birth, Social Security numbers, and gender. The CE notified HHS, affected individuals, the media, and provided substitute notice. In its mitigation efforts the CE provided complimentary identity protection services to affected individuals.",12358,1,0,0.3426466876793808,74,0,2,2,3,1,0
claim_1574,"The covered entity (CE), Berkshire Farm Center & Services for Youth, reported that an employee was the subject of an email phishing scheme which affected the protected health information (PHI) of 951 individuals. The PHI involved included names, dates of birth, and treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards to better protect PHI.",951,0,1,0.579193216115446,73,1,3,1,5,1,1
claim_1611,"The covered entity (CE), Cynthia Paul, MD dba The Coeur Group, reported that an employee experienced an email phishing incident that affected the protected health information (PHI) of 2,020 individuals. The PHI involved included names, Social Security numbers, financial information, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In its mitigation efforts, the CE offered free credit monitoring services, established a toll-free number for questions or concerns, and implemented additional administrative and technical safeguards to better protect its PHI. Staff were retrained in email security precautions.",2020,0,1,0.5494322483317443,100,1,3,1,5,2,2
claim_1618,"The covered entity (CE), UCLA Health, reported that analytic tools on its website may have transmitted the protected health information (PHI) of 94,000 individuals to its service providers. The PHI involved included names, dates of birth, and other identifiers. The CE notified HHS, affected individuals, the media, and provided substitute notice on its website. In response to the breach, the CE strengthened its administrative and technical safeguards to better protect its PHI. OCR provided technical assistance to the CE regarding the HIPAA Rules.",94000,1,0,0.36124164095762434,84,0,2,3,5,0,1
claim_1619,"UW Medicine, the covered entity (CE), reported that its business associate (BA) experienced a cyber-attack that compromised the protected health information (PHI) of 3,804 individuals. The PHI involved included names, addresses, claims and financial information, medical record numbers, and treatment information. The CE and BA notified HHS, affected individuals, and the media. In its mitigation efforts, the CE provided complimentary credit monitoring services and implemented additional administrative and technical safeguards. OCR provided technical assistance regarding the HIPAA Rules.",3804,0,1,0.5678603357373467,80,1,2,2,4,1,1
claim_1636,"The covered entity (CE), Wolfe Clinic, reported that its business associate (BA) was the victim of a breach affecting the protected health information (PHI) of 530,299 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses, lab results, and medication information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE offered complimentary credit monitoring services to affected individuals.",530299,1,0,0.3539834868589673,73,0,4,1,3,1,0
claim_1640,"The covered entity (CE), DaVita, Inc., reported that an employee was the victim of an email phishing attack that affected the protected health information (PHI) of 1,092 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, diagnoses, lab results, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, DaVita provided complimentary credit monitoring services to affected individuals, implemented additional technical safeguards, and retrained its workforce members.",1092,0,1,0.552236757155235,83,1,4,1,4,2,2
claim_1647,"The covered entity (CE), Narragansett Bay Commission, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,153 individuals. The PHI involved included names, Social Security numbers, and health plan enrollment status. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",2153,0,1,0.599953911591106,80,1,5,2,4,0,1
claim_1668,"The covered entity (CE), Medical Mutual of Ohio, reported that a vendor of its business associate (BA) experienced a ransomware attack affecting the protected health information (PHI) of 1,377 individuals. The PHI involved included names, addresses, dates of birth, and health information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the BA suspended its business relationship with the vendor.",1377,0,1,0.5559448531134668,72,1,2,3,3,1,0
claim_1688,"The business associate (BA), Inline Network Integration, reported that it was the subject of a ransomware attack that affected the PHI of approximately 500 individuals. The BA notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards to better protect its PHI.",500,0,1,0.621934434284402,56,1,3,0,2,0,1
claim_1721,"The covered entity (CE), Keswick Multi-Care Center, reported that an employee was the victim of an email phishing scheme that compromised the protected health information (PHI) of 1,508 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",1508,0,1,0.5481966647011444,84,1,3,1,5,2,1
claim_1730,"The covered entity (CE), Orthopedic Specialists of North America dba OrthoArizona, reported that it was the victim of a ransomware attack that affected the protected health information (PHI) of 2,748 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach the CE implemented additional technical safeguards, provided complimentary credit monitoring services to affected individuals, revised its policies and procedures, and retrained its employees. OCR provided technical assistance regarding the HIPAA Rules.",2748,0,1,0.5808793961773417,100,1,4,1,4,1,2
claim_1733,"The covered entity (CE), Washington University School of Medicine, reported that it experienced a hacking incident that affected the protected health information (PHI) of 1,056 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses/conditions, and medication names. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE implemented additional technical safeguards to better protect sensitive data.",1056,0,1,0.5809776718214028,75,1,4,1,3,1,1
claim_1738,"The covered entity (CE), Blue Shield California, reported that a subcontractor of its business associate (BA) was the victim of a ransomware attack affecting the protected health information (PHI) of approximately 1,506 individuals. The PHI involved included names, subscriber identification numbers, diagnoses, medications, addresses, dates of birth, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring and identity theft protection services and implemented additional technical safeguards.",1506,0,1,0.5784096125172122,87,1,2,1,3,1,1
claim_1748,"Benefit Plan Administrators, the business associate (BA), reported that it experienced a cyber- attack that compromised the protected health information (PHI) of 1,089 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, gender, claims information, medications, and diagnoses. In response to the incident, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards.",1089,0,1,0.5803737454332742,63,1,2,1,3,1,1
claim_1776,"Benefit Plan Administrators, the business associate (BA), reported that it experienced a cyber- attack that compromised the protected health information (PHI) of 735 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, gender, claims information, medications, and diagnoses. In response to the incident, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards.",735,0,1,0.5804555295249954,62,1,2,1,3,1,1
claim_1777,"Benefit Plan Administrators, the business associate (BA), reported that it experienced a cyber- attack that compromised the protected health information (PHI) of 1,267 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, gender, claims information, medications, and diagnoses. In response to the incident, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards.",1267,0,1,0.5803737454332742,63,1,2,1,3,1,1
claim_1795,"The covered entity (CE), New Schryver, LLC dba TridentCare, reported that it experienced a burglary at one of its facilities and hard drives and other equipment containing the protected health information (PHI) of 6,190 individuals, were stolen. The PHI involved included names, Social Security numbers, and dates of birth. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE provided complimentary credit monitoring and identity theft services and enhanced its administrative, technical, and physical security safeguards at its locations. The CE also centralized satellite servers to secure its data centers.",6190,1,0,0.3807609328495034,96,0,1,1,3,0,1
claim_1796,"The covered entity (CE), City of Cincinnati Health Plan, reported that the protected health information (PHI) of 9,769 individuals was inadvertently posted on its procurement websites. The PHI involved included names, Social Security numbers, addresses, dates of birth, claims information, and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained.",9769,1,0,0.3468735160498114,80,0,2,2,3,1,2
claim_1822,"The covered entity (CE), Overlake Medical Center & Clinics, reported that an employee was the subject of an email phishing attack that compromised the protected health information (PHI) of 557 individuals. The PHI involved included names, addresses, birthdates, diagnoses, health insurance information, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach the CE implemented additional technical safeguards and retrained its workforce members to better protect its PHI. OCR provided technical assistance to the CE.",557,0,1,0.5292695785120572,85,1,3,3,5,2,2
claim_1823,"The covered entity (CE), Memorial Community Health, reported that it experienced a cyber-attack that affected the protected health information (PHI) of 1,658 individuals. The PHI involved included names, dates of birth, and medical billing codes. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE offered free credit monitoring services and implemented additional administrative and technical safeguards.",1658,0,1,0.5885891942358528,70,1,2,3,3,0,1
claim_1844,"The covered entity (CE), University of Chicago Medical Center, reported that several employees were the subjects of an email phishing scheme that compromised the protected health information (PHI) of approximately 2,568 individuals. The PHI involved included names, addresses, dates of birth, drivers� license and social security numbers, health insurance information, diagnoses and conditions, lab results, and medications. The CE notified HHS, the affected individuals, and the media. The CE �s mitigation efforts included strengthening its administrative, technical, and security safeguards.",2568,0,1,0.5268014487760816,81,1,2,3,4,2,1
claim_1852,"The covered entity (CE), The Multiple Sclerosis Center of Atlanta, reported that employees experienced an email phishing attack affecting the protected health information (PHI) of 2,820 individuals. The PHI involved included names, addresses, drivers� license numbers, dates of birth, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. Following the breach, the CE implemented additional technical safeguards and retrained its employees. OCR provided technical assistance to the CE regarding the notification requirements under the HIPAA Breach Notification Rule.",2820,0,1,0.5505958670967654,86,1,3,1,5,2,2
claim_1856,"The covered entity (CE), Washington University School of Medicine, reported that an employee was the subject of an email phishing scheme that compromised the protected health information (PHI) of 500 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, diagnoses, medications, and health insurance information. The CE notified HHS, the affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect PHI.",500,0,1,0.5373596418018645,76,1,2,2,5,2,1
claim_1872,"The covered entity (CE), EmblemHealth Plan, reported that an employee inadvertently mailed the protected health information (PHI) of 11,399 individuals to the wrong recipients. The PHI involved included names, member identification numbers, and claims and treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE strengthened its administrative and technical safeguards to better protect its PHI.",11399,1,0,0.3451318290609544,65,0,2,2,4,1,1
claim_1898,"The covered entity (CE), Kenosha Community Health Center, reported that one of its employees was the victim of an email phishing attack that compromised the protected health information (PHI) of 2,688 individuals. The PHI involved names, dates of birth, Social Security numbers, diagnoses, medications prescribed, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative and technical safeguards. Employees were retrained on email security.",2688,0,1,0.5404148535025654,87,1,3,2,4,2,2
claim_1925,"The covered entity (CE), The Energy Cooperative Group Benefits Plan, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 875 individuals. The PHI involved included names, dates of birth, Social Security numbers and health insurance information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative and technical safeguards.",875,0,1,0.5996858932799743,71,1,3,2,3,0,1
claim_1928,"The covered entity (CE), La Casa de Salud, reported that an employee was the victim of an email phishing attack affecting the protected health information (PHI) of 9,969 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, medical record numbers, health insurance information, diagnoses, medication information, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional technical safeguards and retrained its staff on email security.",9969,1,0,0.49873867952661466,82,1,2,3,4,3,2
claim_1940,"The covered entity (CE), OneHome Health Solutions, reported that a laptop computer containing the protected health information (PHI) of 15,401 individuals was stolen from an employee�s home. The CE notified HHS, affected individuals, and local law enforcement. In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect PHI.",15401,1,0,0.37386950517288753,55,0,1,2,3,0,1
claim_1949,"The covered entity (CE), Ballad Health, reported that an employee was the victim of an email phishing attack that compromised the protected health information (PHI) of 4,295 individuals. The PHI involved included names, dates of birth, addresses, diagnoses, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional technical and administrative safeguards, and retrained its employees on email security.",4295,0,1,0.5109136553798869,75,1,3,2,4,3,2
claim_1975,"Wheeling Health Right, the covered entity (CE), reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,912 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, drivers� license numbers, and other financial information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data. All staff were retrained. OCR provided technical assistance regarding the HIPAA Rules.",3912,0,1,0.5703762923865702,90,1,3,2,4,1,2
claim_1994,"The covered entity (CE), Laboratorio Cl�nico Caparros, reported that it was the victim of a ransomware attack affecting the protected health information (PHI) of 500 individuals. The PHI involved included names, dates of birth, addresses, health insurance information, and other treatment information. The CE notified HHS and the affected individuals. In response to the breach, the CE implemented additional technical safeguards, hired a new information technology company, and retrained its staff on cybersecurity.",500,0,1,0.7696874705104187,74,2,2,2,3,1,2
claim_2008,"The covered entity (CE), The Art & Science of Dermatology, reported that a desktop server containing the electronic protected health information (ePHI) of 4,500 individuals was missing and may have been accessed by an unauthorized individual. The ePHI involved included names, dates of birth, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. Soon after the breach occurred, the CE notified OCR that they were no longer in business and the investigation was subsequently closed.",4500,0,1,0.6060209859760338,80,1,2,1,3,0,0
claim_2012,"The covered entity (CE), the Houston Health Department, reported that its business associate (BA) accidentally posted the protected health information (PHI) of 10,291 individuals on its website. The PHI involved included names, dates of birth, addresses, email addresses, lab results, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to affected individuals and implemented additional technical safeguards.",10291,1,0,0.29241712184284524,77,0,3,2,3,3,1
claim_2020,"The covered entity (CE), Zoe Therapy Services, reported that several employees experienced an email phishing incident that compromised the protected health information (PHI) of 1,100 individuals. The PHI involved included names, dates of birth, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. Staff were retrained on email security precautions and the proper methods of identifying fraudulent email communications.",1100,0,1,0.519660460988352,92,1,3,1,5,3,2
claim_2029,"The covered entity (CE), Jersey City Medical Center, reported that an employee of its business associate (BA) was the victim of an email phishing scheme that compromised the protected health information (PHI) of 1,130 individuals. The PHI involved included names, dates of birth, Social Security numbers, and other identifiers. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect its PHI.",1130,0,1,0.56760808162812,76,1,2,2,5,1,1
